domain,url,html_file
centurylink.net,https://centurylink.net,data/raw/legit/centurylink.net_1726ca27.html
centurylink.net,http://www.centurylink.net/%3Cbr,data/raw/legit/www.centurylink.net_1f2e1d59.html
centurylink.net,https://centurylink.net/?inc=1,data/raw/legit/centurylink.net_1e76fca6.html
mamastar.jp,https://mamastar.jp/bbs/comment.do?topicId=3013765&commentNo=1,data/raw/legit/mamastar.jp_031a70b5.html
mamastar.jp,https://mamastar.jp/bbs/comment.do?topicId=3172390&commentNo=1,data/raw/legit/mamastar.jp_9d46231d.html
mamastar.jp,https://mamastar.jp/bbs/comment.do?topicId=3172590&commentNo=1,data/raw/legit/mamastar.jp_0b49443b.html
immobilienscout24.de,http://www.immobilienscout24.de,data/raw/legit/www.immobilienscout24.de_5196c584.html
immobilienscout24.de,https://www.immobilienscout24.de?cmp_id=10-04506&cmp_name=residential_realtorleadengine&cmp_position=sat_sea_content_lp&cmp_creative=sticky_footer_mobile,data/raw/legit/www.immobilienscout24.de_d7b3a892.html
immobilienscout24.de,https://www.immobilienscout24.de/?seaid=g_brand&gclid=CjwKCAjws--ZBhAXEiwAv-RNL1KSLQFhR8pteL5pzreQ0GO9Xvgjl5EIzAxluYib2thhi3ep-_0mDxoCz2wQAvD_BwE,data/raw/legit/www.immobilienscout24.de_35df6dde.html
maturetube.com,https://www.maturetube.com/robots.txt,data/raw/legit/www.maturetube.com_4b59aa72.html
filmstarts.de,http://www.filmstarts.de/,data/raw/legit/www.filmstarts.de_f573780a.html
filmstarts.de,https://www.filmstarts.de/_video/iblogvision.aspx?cmedia=19564017,data/raw/legit/www.filmstarts.de_21ed3d6a.html
filmstarts.de,https://www.filmstarts.de/dvd/,data/raw/legit/www.filmstarts.de_c9258fad.html
vkusvill.ru,https://vkusvill.ru/,data/raw/legit/vkusvill.ru_cc111a27.html
vkusvill.ru,https://vkusvill.ru:443/,data/raw/legit/vkusvill.ru_443_434d4600.html
vkusvill.ru,https://vkusvill.ru/2024/,data/raw/legit/vkusvill.ru_40494eaa.html
tuma.jp,https://tuma.jp/,data/raw/legit/tuma.jp_9dce4795.html
tuma.jp,https://tuma.jp/chuushikoku/honey.cgi?pg=150,data/raw/legit/tuma.jp_1ccf77c4.html
tuma.jp,https://tuma.jp/chuushikoku/honey.cgi?pg=50,data/raw/legit/tuma.jp_32831543.html
hwg.org,https://hwg.org/,data/raw/legit/hwg.org_8bae79f6.html
hwg.org,https://www.hwg.org/lists/hwg-style/,data/raw/legit/www.hwg.org_968505a7.html
hwg.org,http://www.hwg.org/opcenter/contacts.html,data/raw/legit/www.hwg.org_9c1ed752.html
nianticlabs.com,https://nianticlabs.com:443/,data/raw/legit/nianticlabs.com_443_786c5e8e.html
nianticlabs.com,http://nianticlabs.com,data/raw/legit/nianticlabs.com_d27cba50.html
nianticlabs.com,https://nianticlabs.com/?fbclid=IwAR3Tt-q2NW_SnWML9FHid7kvQQFF0AIyWqpHF1cqB_vUmYCCiRO5skpMzNI,data/raw/legit/nianticlabs.com_f0155728.html
tokyomotion.net,https://www.tokyomotion.net/confirm,data/raw/legit/www.tokyomotion.net_521b09c9.html
tokyomotion.net,https://www.tokyomotion.net/embed/000d8ee80ccc3fb30e34,data/raw/legit/www.tokyomotion.net_f21d8245.html
tokyomotion.net,https://www.tokyomotion.net/embed/046a1be01e4f55838d41,data/raw/legit/www.tokyomotion.net_b0dd7bc1.html
ixdzs.tw,https://ixdzs.tw/author/%E5%8D%97%E6%B4%BE%E4%B8%89%E5%8F%94,data/raw/legit/ixdzs.tw_962a682c.html
ixdzs.tw,https://ixdzs.tw/author/%E5%A4%A9%E4%B9%8B%E5%8D%B0,data/raw/legit/ixdzs.tw_ecf20263.html
ixdzs.tw,https://ixdzs.tw/author/%E6%9D%9C%E4%BA%86%E4%BA%86,data/raw/legit/ixdzs.tw_37552b18.html
dnevnik.ru,https://dnevnik.ru/,data/raw/legit/dnevnik.ru_85740c2d.html
dnevnik.ru,https://dnevnik.ru/?ysclid=lgpww41nvv700726748,data/raw/legit/dnevnik.ru_fa9f88a0.html
dnevnik.ru,https://dnevnik.ru/about,data/raw/legit/dnevnik.ru_43de518f.html
ya.ru,http://ya.ru,data/raw/legit/ya.ru_1b556b44.html
ya.ru,"http://www.ya.ru/%22,%22%5Bb%5Dfalse",data/raw/legit/www.ya.ru_eba4b013.html
ya.ru,"http://www.ya.ru/%22,%22false",data/raw/legit/www.ya.ru_7eb816b7.html
aktuality.sk,https://www.aktuality.sk/,data/raw/legit/www.aktuality.sk_50486f79.html
aktuality.sk,http://aktuality.sk/?_ga=2.124389519.424386906.1679302525-2031622346.1662399721,data/raw/legit/aktuality.sk_dcb860a4.html
aktuality.sk,https://www.aktuality.sk/?cid=214404&id=39888,data/raw/legit/www.aktuality.sk_713885e7.html
xero.com,http://xero.com,data/raw/legit/xero.com_b6c3d26a.html
xero.com,https://www.xero.com:443/,data/raw/legit/www.xero.com_443_24d4fd98.html
xero.com,https://www.xero.com/%20,data/raw/legit/www.xero.com_e0ae0b69.html
bose.com,https://bose.com/,data/raw/legit/bose.com_e3ec2ec6.html
bose.com,https://www.bose.com/?utm_source=habitos&utm_medium=cpc&utm_campaign=article&utm_content=fr,data/raw/legit/www.bose.com_bf846f67.html
bose.com,https://www.bose.com/about,data/raw/legit/www.bose.com_c11baa47.html
iana.org,https://www.iana.org/,data/raw/legit/www.iana.org_18f9f6b9.html
iana.org,https://www.iana.org/about,data/raw/legit/www.iana.org_07637c2b.html
iana.org,http://www.iana.org/about/audits,data/raw/legit/www.iana.org_05ae3091.html
worldoftanks.eu,https://worldoftanks.eu,data/raw/legit/worldoftanks.eu_0a6e2c84.html
worldoftanks.eu,https://worldoftanks.eu/battle-pass,data/raw/legit/worldoftanks.eu_643e66f9.html
worldoftanks.eu,https://worldoftanks.eu/battle-pass-special-dune-part-two/,data/raw/legit/worldoftanks.eu_7618f974.html
google.co.ao,https://www.google.co.ao/,data/raw/legit/www.google.co.ao_63b613a8.html
google.co.ao,http://google.co.ao/accounts/Logout?continue=https://appengine.google.com/_ah/logout?continue=http://videotnt.com/ws44960789ldq2iq019f8ql1,data/raw/legit/google.co.ao_c4e38a1d.html
google.co.ao,https://www.google.co.ao/advanced_search?hl=en&authuser=0,data/raw/legit/www.google.co.ao_ebfdbbf4.html
ford.com,https://www.ford.com,data/raw/legit/www.ford.com_b96a75ab.html
ford.com,https://www.ford.com/?&referrer=utm_source%3Dmyjoecard_joe_wooldridge_blog20130508%26utm_medium%3Demail%26utm_campaign%3Dmyjoecard,data/raw/legit/www.ford.com_ac5010c3.html
eurosport.com,http://www.eurosport.com/,data/raw/legit/www.eurosport.com_870f34d0.html
eurosport.com,https://www.eurosport.com:443/,data/raw/legit/www.eurosport.com_443_1802e5ba.html
eurosport.com,https://www.eurosport.com/?eso_no_redirect=1,data/raw/legit/www.eurosport.com_d0a6eeab.html
huaweicloud.com,https://www.huaweicloud.com/,data/raw/legit/www.huaweicloud.com_e606078f.html
huaweicloud.com,https://www.huaweicloud.com/?utm_source=baidu&utm_medium=brand&utm_campaign=10033&utm_content=&utm_term=&utm_adplace=AdPlace024711,data/raw/legit/www.huaweicloud.com_c1a09d70.html
huaweicloud.com,https://www.huaweicloud.com/about/index.html,data/raw/legit/www.huaweicloud.com_6651eb0b.html
ppomppu.co.kr,https://www2.ppomppu.co.kr/,data/raw/legit/www2.ppomppu.co.kr_2dabd928.html
ppomppu.co.kr,https://www.ppomppu.co.kr/,data/raw/legit/www.ppomppu.co.kr_1da378fb.html
ppomppu.co.kr,https://www2.ppomppu.co.kr/?page=2&search_type=&keyword=,data/raw/legit/www2.ppomppu.co.kr_771f638e.html
browserstack.com,https://www.browserstack.com/,data/raw/legit/www.browserstack.com_3906b512.html
browserstack.com,https://www.browserstack.com/?campaignid=10028073288&adgroupid=103863232547&adid=434390274153&gclid=Cj0KCQjwit_8BRCoARIsAIx3Rj7jjl4VfGqp3O8exMdkIS5KBWIasqkR_SrUY62PkSYzA32T9Oi7VnsaArb2EALw_wcB,data/raw/legit/www.browserstack.com_7b9e6294.html
browserstack.com,https://www.browserstack.com/?utm_source=google&utm_medium=cpc&utm_platform=paidads&utm_content=434390274183&utm_campaign=Search-Brand-Tier1-EMEA-CL&utm_campaigncode=BrowserStack-Alpha+1012859&utm_term=e+browserstack&gclid=Cj0KCQiAyracBhDoARIsACGFcS5_ujeRGSlsvbljsJRKvEIl69ulns7jS3ePyP47-gcTwKcespX0CMYaAmHwEALw_wcB,data/raw/legit/www.browserstack.com_eb55aa38.html
sexvid.pro,https://www.sexvid.pro/,data/raw/legit/www.sexvid.pro_66decabb.html
sexvid.pro,https://www.sexvid.pro/a-busty-woman-is-tit-fucked-and-she-gets-cum-on-her-sexy-tits.html,data/raw/legit/www.sexvid.pro_6fdcd345.html
sexvid.pro,https://www.sexvid.pro/aaliyah-may-grabs-a-massive-toy-and-plays-with-kira-fox.html,data/raw/legit/www.sexvid.pro_7bfd4b31.html
asu.edu,https://www.asu.edu/,data/raw/legit/www.asu.edu_bb1a2ae4.html
asu.edu,https://www.asu.edu/?_ga=2.220433880.1703377071.1639747918-919182406.1631831981,data/raw/legit/www.asu.edu_6bef91ad.html
asu.edu,https://www.asu.edu/?_ga=2.86065048.147137771.1698866404-277730056.1689271475,data/raw/legit/www.asu.edu_d6f7b34e.html
arduino.cc,https://www.arduino.cc,data/raw/legit/www.arduino.cc_b19b7e8a.html
arduino.cc,https://www.arduino.cc/?ref=benerd.org,data/raw/legit/www.arduino.cc_3b2c495a.html
arduino.cc,https://www.arduino.cc/?ref=benespen.com,data/raw/legit/www.arduino.cc_92300e9e.html
mk.ru,http://mk.ru/37260.html,data/raw/legit/mk.ru_6a93e172.html
mk.ru,http://mk.ru/547253.html,data/raw/legit/mk.ru_45a02ab6.html
mk.ru,http://mk.ru/547510.html,data/raw/legit/mk.ru_1c55caec.html
worldatlas.com,https://www.worldatlas.com/,data/raw/legit/www.worldatlas.com_0d419e1b.html
worldatlas.com,https://www.worldatlas.com/?fbclid=IwAR30-pC5cqgA8ApP3PXumHd30DLnSxJ4zm6pkCLDvh93Qvzz5N5bMUhk5z0,data/raw/legit/www.worldatlas.com_9bea9183.html
worldatlas.com,https://www.worldatlas.com/aatlas/ctycodes.htm,data/raw/legit/www.worldatlas.com_071ff674.html
adtarget.com.tr,http://adtarget.com.tr/,data/raw/legit/adtarget.com.tr_ea832178.html
adtarget.com.tr,https://adtarget.com.tr/influencer,data/raw/legit/adtarget.com.tr_4ab8fcf0.html
adtarget.com.tr,https://push.adtarget.com.tr/,data/raw/legit/push.adtarget.com.tr_51e9ee70.html
widgetable.net,http://widgetable.net/,data/raw/legit/widgetable.net_52639cc0.html
widgetable.net,https://widgetable.net/privacy,data/raw/legit/widgetable.net_0ee31e89.html
widgetable.net,https://widgetable.net/robots.txt,data/raw/legit/widgetable.net_f4743cfe.html
sanspo.com,https://www.sanspo.com/robots.txt,data/raw/legit/www.sanspo.com_69fa7da4.html
sanspo.com,https://gallop.sanspo.com/,data/raw/legit/gallop.sanspo.com_5e33d742.html
sanspo.com,https://gallop.sanspo.com/robots.txt,data/raw/legit/gallop.sanspo.com_63bf4548.html
wholefoodsmarket.com,https://www.wholefoodsmarket.com/,data/raw/legit/www.wholefoodsmarket.com_bc4dcc9b.html
wholefoodsmarket.com,https://www.wholefoodsmarket.com/?,data/raw/legit/www.wholefoodsmarket.com_dc6f885d.html
wholefoodsmarket.com,https://www.wholefoodsmarket.com/%20Tra,data/raw/legit/www.wholefoodsmarket.com_f30b4327.html
zohopublic.com,https://zohopublic.com/,data/raw/legit/zohopublic.com_41958406.html
zohopublic.com,https://connect.zohopublic.com/robots.txt,data/raw/legit/connect.zohopublic.com_1e8ddb84.html
zohopublic.com,https://creator.zohopublic.com/robots.txt,data/raw/legit/creator.zohopublic.com_de2a6df6.html
kooora.com,http://www.kooora.com/,data/raw/legit/www.kooora.com_09b000b7.html
kooora.com,https://www.kooora.com/?region=-1&area=0&dd=1&mm=9&yy=2021,data/raw/legit/www.kooora.com_c8219977.html
kooora.com,https://www.kooora.com/?region=-1&area=0&dd=18&mm=6&yy=2017,data/raw/legit/www.kooora.com_3e6c8037.html
urbanoutfitters.com,http://urbanoutfitters.com/,data/raw/legit/urbanoutfitters.com_2f3cf5d5.html
urbanoutfitters.com,https://urbanoutfitters.com/?utm_source=marketing&utm_medium=email&utm_campaign=UO-US_230327_Cross_Div_Graphics&utm_content=SHOP_UO_TXT&utm_term=UO_NA_VP_Active_Full_File_UO_NA_VP_Active__1sg3g0000008OKaAAM_85R3g0000008OJmEAM_514011507&utm_id=69200&sfmc_id=63262017&s2=eec94fa6bb23ad2ee8a8bf01c001257e0748c66b45a5a687eccb8058cf1cbf4a&utm_kxconfid=vxjpsnpu5&utm_kxcampaignid=230327_Cross_Div_Graphics&dtm_em=eec94fa6bb23ad2ee8a8bf01c001257e0748c66b45a5a687eccb8058cf1cbf4a&sfsc=0033g00000nXl82AAC,data/raw/legit/urbanoutfitters.com_639a0f2f.html
urbanoutfitters.com,https://urbanoutfitters.com/?utm_source=marketing&utm_medium=email&utm_campaign=UO-US_230327_Cross_Div_Graphics&utm_content=UO+LOGO&utm_term=UO_NA_VP_Active_Full_File_UO_NA_VP_Active__1sg3g0000008OKaAAM_85R3g0000008OJmEAM_514011507&utm_id=69200&sfmc_id=63262017&s2=eec94fa6bb23ad2ee8a8bf01c001257e0748c66b45a5a687eccb8058cf1cbf4a&utm_kxconfid=vxjpsnpu5&utm_kxcampaignid=230327_Cross_Div_Graphics&dtm_em=eec94fa6bb23ad2ee8a8bf01c001257e0748c66b45a5a687eccb8058cf1cbf4a&sfsc=0033g00000nXl82AAC,data/raw/legit/urbanoutfitters.com_864686f2.html
hentaiforce.net,https://hentaiforce.net/,data/raw/legit/hentaiforce.net_2dcc87d9.html
hentaiforce.net,https://hentaiforce.net/parody/009-1,data/raw/legit/hentaiforce.net_b268cbb9.html
hentaiforce.net,https://hentaiforce.net/parody/101-dalmatians,data/raw/legit/hentaiforce.net_3d244f73.html
united.com,http://www.united.com/,data/raw/legit/www.united.com_530a3db8.html
united.com,https://www.united.com/%20,data/raw/legit/www.united.com_5c66516f.html
united.com,https://www.united.com/::LANG::/::POS::/fly/help/report-lost-items.html,data/raw/legit/www.united.com_6556a141.html
mulesoft.com,https://www.mulesoft.com,data/raw/legit/www.mulesoft.com_f3fc0824.html
mulesoft.com,https://www.mulesoft.com/?_gl=1*cfytl*_ga*NjU4MDk5Nzg3LjE2NzA4NjA0NjQ.*_ga_3VHBZ2DJWP*MTY4MDcxNjI3My4yMi4wLjE2ODA3MTYyNzMuMC4wLjA.,data/raw/legit/www.mulesoft.com_58ff8d62.html
mulesoft.com,https://mulesoft.com/?d=cta-body-promo-8,data/raw/legit/mulesoft.com_0e690554.html
mygov.in,https://mygov.in/,data/raw/legit/mygov.in_8e17b10a.html
mygov.in,https://www.mygov.in/404,data/raw/legit/www.mygov.in_aebffddc.html
mygov.in,https://www.mygov.in/aarogya-setu-app/,data/raw/legit/www.mygov.in_92bee05d.html
mit.edu,https://www.mit.edu/,data/raw/legit/www.mit.edu_615185c1.html
mit.edu,http://mit.edu/11.521,data/raw/legit/mit.edu_49c34ead.html
mit.edu,http://mit.edu/11.521/papers/techcity_7ferreira.pdf,data/raw/legit/mit.edu_1dee7b48.html
myfitnesspal.com,https://www.myfitnesspal.com/,data/raw/legit/www.myfitnesspal.com_4ceb05c0.html
myfitnesspal.com,https://www.myfitnesspal.com/?_branch_match_id=1122317055799421150&utm_source=Media&utm_medium=marketing&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXz61MyyzJSy0uLkjM0UssKNDLyczL1s9NTclMBADjCDSrIwAAAA%3D%3D,data/raw/legit/www.myfitnesspal.com_aa857ddd.html
myfitnesspal.com,https://www.myfitnesspal.com/?correlationId=00a42909-4a34-473e-9568-3180b3497a79,data/raw/legit/www.myfitnesspal.com_0400008d.html
westmanga.fun,http://westmanga.fun/,data/raw/legit/westmanga.fun_2d4609c8.html
westmanga.fun,http://westmanga.fun/robots.txt,data/raw/legit/westmanga.fun_fe6368cf.html
megaphone.fm,https://megaphone.fm/robots.txt,data/raw/legit/megaphone.fm_ede114a5.html
megaphone.fm,https://cms.megaphone.fm/channel/1-kitap-1-mekan-podcast,data/raw/legit/cms.megaphone.fm_583cc0b8.html
megaphone.fm,https://cms.megaphone.fm/channel/20k?page=6&selected=TTH1055905632,data/raw/legit/cms.megaphone.fm_ff5acf34.html
singaporeair.com,https://www.singaporeair.com/,data/raw/legit/www.singaporeair.com_13d9ad5f.html
singaporeair.com,https://www.singaporeair.com?hidHeaderAction=onHeaderMenuClick&hidTopicArea=RafflesClassP$S&currentSite=global,data/raw/legit/www.singaporeair.com_8c9a5006.html
singaporeair.com,https://www.singaporeair.com?hidHeaderAction=onHeaderMenuClick&hidTopicArea=CreditCards&currentSite=us,data/raw/legit/www.singaporeair.com_c0a89fab.html
pikabu.ru,https://pikabu.ru/,data/raw/legit/pikabu.ru_1277c07c.html
pikabu.ru,https://pikabu.ru/404.html,data/raw/legit/pikabu.ru_a444a4ae.html
pikabu.ru,https://pikabu.ru/?dv=1,data/raw/legit/pikabu.ru_e2a01203.html
electrek.co,http://www.electrek.co/,data/raw/legit/www.electrek.co_199b4df8.html
electrek.co,https://electrek.co/2013/12/05/former-chevy-volt-lead-bob-lutzwe-electrified-the-wrong-end-of-the-business/,data/raw/legit/electrek.co_e20f09b7.html
electrek.co,https://electrek.co/2014/01/29/bob-lutz-hits-the-nail-on-the-head-electric-cars-can-be-free/,data/raw/legit/electrek.co_ac4532cc.html
sendpulse.com,https://sendpulse.com,data/raw/legit/sendpulse.com_3b84816e.html
sendpulse.com,https://sendpulse.com/#64dc61e00a261,data/raw/legit/sendpulse.com_92a360c7.html
sendpulse.com,https://sendpulse.com/#650d7fec49740,data/raw/legit/sendpulse.com_1cbd15d9.html
utwente.nl,https://www.utwente.nl/,data/raw/legit/www.utwente.nl_941a40e5.html
utwente.nl,https://www.utwente.nl/.uc/f2236b542010208a36c01d486110450b97aabd2cf3c1200/UT%20Coordinated%20Vulnerability%20Disclosure%20Policy%20Research%20v1.2def.pdf,data/raw/legit/www.utwente.nl_6a20d110.html
utwente.nl,https://www.utwente.nl/.uc/f2becfab501025c821b021fa23302dcfb0d6553a22aba00/2023-10-26%20Beyond%20100%20OA.pdf,data/raw/legit/www.utwente.nl_310f8252.html
baycrews.jp,https://baycrews.jp:443/,data/raw/legit/baycrews.jp_443_7a7fbfbc.html
baycrews.jp,https://baycrews.jp/blog/detail/3108700,data/raw/legit/baycrews.jp_ead62c33.html
baycrews.jp,https://baycrews.jp/blog/detail/3109053,data/raw/legit/baycrews.jp_cd6afbc5.html
thepioneerwoman.com,https://thepioneerwoman.com/robots.txt,data/raw/legit/thepioneerwoman.com_cd0fedc4.html
thepioneerwoman.com,https://shop.thepioneerwoman.com/car-and-driver-magazine-subscription-1-year-sem.html,data/raw/legit/shop.thepioneerwoman.com_27d3ed11.html
thepioneerwoman.com,https://shop.thepioneerwoman.com/car-and-driver-magazine-subscription-1-year-social.html,data/raw/legit/shop.thepioneerwoman.com_e410b4cd.html
traffmonetizer.com,https://traffmonetizer.com/,data/raw/legit/traffmonetizer.com_6658990a.html
traffmonetizer.com,https://traffmonetizer.com/2023/01/,data/raw/legit/traffmonetizer.com_6d7287ad.html
traffmonetizer.com,https://traffmonetizer.com/2023/02/,data/raw/legit/traffmonetizer.com_4f130f7e.html
stripchat.com,https://www.stripchat.com/,data/raw/legit/www.stripchat.com_d3d77a89.html
stripchat.com,https://stripchat.com/---mei?action=sbSignupWithModel&affiliateId=2902241yymbd4o22fj3fndwl67vhgslrslfck1krusfyxl1ghuuhjjvwt1n99vlw&realDomain=go.xlrdr.com&stripbotVariation=NullWidget&userId=98d6418bf6ca9d31b950619af2a476341e01ddb2575e09dff6a8e6d4056fb292,data/raw/legit/stripchat.com_67677a47.html
stripchat.com,https://stripchat.com/---mei?action=sbSignupWithModel&affiliateId=290224ty8qsv8kyh3efq5hmva67vzpnjyft1kordoodkha97onfq408ecqymsz37&realDomain=go.xlrdr.com&stripbotVariation=NullWidget&userId=98d6418bf6ca9d31b950619af2a476341e01ddb2575e09dff6a8e6d4056fb292,data/raw/legit/stripchat.com_97287739.html
umass.edu,https://www.umass.edu/,data/raw/legit/www.umass.edu_136c3fc3.html
umass.edu,https://www.umass.edu/?utm_source=8b,data/raw/legit/www.umass.edu_10f55d8c.html
umass.edu,https://www.umass.edu/aae/grp_pics.html,data/raw/legit/www.umass.edu_e52ecaef.html
businessweek.com,https://www.businessweek.com/,data/raw/legit/www.businessweek.com_ed5e12c2.html
businessweek.com,http://www.businessweek.com/.../exclusive-inside-karl-roves-billionaire-fundra,data/raw/legit/www.businessweek.com_d7ac2380.html
thenation.com,https://www.thenation.com/,data/raw/legit/www.thenation.com_540e7e8b.html
thenation.com,https://www.thenation.com/%20%20article/we-can-only-do-this-together/,data/raw/legit/www.thenation.com_ac2be186.html
thenation.com,https://www.thenation.com/%20article/youth-action-may-boeve-climate-change-activist/,data/raw/legit/www.thenation.com_e6ddfae4.html
appmedia.jp,https://appmedia.jp/7tsunotaizai_grandcross/3371554,data/raw/legit/appmedia.jp_02b4525b.html
appmedia.jp,https://appmedia.jp/7tsunotaizai_grandcross/3546583,data/raw/legit/appmedia.jp_211146cc.html
appmedia.jp,https://appmedia.jp/afk-arena/5052877,data/raw/legit/appmedia.jp_a644be85.html
datastax.com,https://www.datastax.com,data/raw/legit/www.datastax.com_1dcee101.html
datastax.com,https://www.datastax.com/2012/10/datastax-appoints-silicon-valley-entrepreneur-andrew-feldman-to-board-of-directors,data/raw/legit/www.datastax.com_e2ddac26.html
datastax.com,https://www.datastax.com/2016/04/datastax-announces-datastax-enterprise-graph-the-only-scalable-real-time-graph-database,data/raw/legit/www.datastax.com_684b9429.html
tractorsupply.com,https://www.tractorsupply.com/,data/raw/legit/www.tractorsupply.com_ea186cf4.html
tractorsupply.com,http://www.tractorsupply.com/4h,data/raw/legit/www.tractorsupply.com_a35d4b3c.html
health.com,https://www.health.com/robots.txt,data/raw/legit/www.health.com_5e399333.html
health.com,http://diet.health.com/2008/12/28/7-secrets-to-being-naturally-thin/,data/raw/legit/diet.health.com_12dc5604.html
health.com,http://diet.health.com/2009/01/08/surprising-celebrity-bmis,data/raw/legit/diet.health.com_96a0788f.html
coches.net,http://www.coches.net,data/raw/legit/www.coches.net_14d5ca3f.html
coches.net,https://www.coches.net/alfa_romeo/stelvio/segunda-mano/pontevedra/,data/raw/legit/www.coches.net_a9726900.html
coches.net,https://www.coches.net/aston_martin/segunda-mano/baleares/,data/raw/legit/www.coches.net_24218e29.html
mega.co.nz,https://mega.co.nz/#!MAdEzCSA!RWRbeVNBnnRLQCgVopRcMHirx1wZWPPpUcsq7ZJKNRU,data/raw/legit/mega.co.nz_9ba02f38.html
mega.co.nz,https://mega.co.nz/#!bkVyDBRB!Y1ougeJ4olSAJKXJ1NXjvpgY5k-ejRYlHDSmeHgiKbM,data/raw/legit/mega.co.nz_a6c94c9f.html
mega.co.nz,https://mega.co.nz/,data/raw/legit/mega.co.nz_a02aca87.html
quora.com,https://www.quora.com/,data/raw/legit/www.quora.com_96c0e5aa.html
quora.com,https://www.quora.com/about,data/raw/legit/www.quora.com_831455e0.html
quora.com,https://www.quora.com/about/cookies,data/raw/legit/www.quora.com_103f89a3.html
sketchup.com,https://www.sketchup.com/,data/raw/legit/www.sketchup.com_0dff0691.html
sketchup.com,https://www.sketchup.com/3dwh/,data/raw/legit/www.sketchup.com_306da705.html
sketchup.com,https://sketchup.com/?utm_source=powderkeg&utm_medium=referral,data/raw/legit/sketchup.com_5dc69151.html
sniffies.com,https://sniffies.com/,data/raw/legit/sniffies.com_d4de05fc.html
sniffies.com,https://sniffies.com/?utm_source=cumunion&utm_medium=referral&utm_campaign=cumunion2023,data/raw/legit/sniffies.com_d6e8128a.html
sniffies.com,https://sniffies.com/?utm_source=hump&utm_medium=referral&utm_campaign=hump2024,data/raw/legit/sniffies.com_fb454cb4.html
harvard.edu,https://www.harvard.edu/,data/raw/legit/www.harvard.edu_ccef5a93.html
